class,tweet
1,128540 128583 128582 I hate ya bitch ass
1,S O to this hoe tonight ol hating ass
1,8220 happy birthday little bitch 8221 BOFL this made me laugh when I read it 128514 128514
1,she was the principle for a ghetto elementary school I doubt it But fingers crossed 128527
1,I hope so the bitch was annoying I think she thought she was smart or something
1,My dad just said Karl was always the biggest pussy of all 3 of the kids I m sorry Karl but You re just a pussy I love my dad LMFAO
1,Girls with good pussy are possessed by demons its a fact
1,Bad lil short fine bitch lil petite sumn
1,I read that in his voice like a hoe 128514
1,stop following bad bitches and ya won t get spammed
0,1 2 3 4 how many niggers are in my store I kno you re stealing 128514 128514 128514
2,Straight off the bench ned WorldCup2014
1,Fuuuuuck you you stupid fucking cunt
1,Fucking with a bad bitch you gone need some money lil homie
2,Also as part of my release day gift yes we get those this adorable bumblebee bear Montlake
1,that is what I do The nicer you are the easier you re hurt So just be a bitch
1,Im never cuffin unless my bitch grown or act grown I can t deal wit lil girls nbs
1,Yo pussy been through it for the 9 scrapehouse visits
1,Why give a bitch an inch when she rather have nine
1,Just need a bad bitch thats gone always hold me down
1,It be 30 below zero and hoes still go out like its 90 degrees plus tax
2,8220 I m a mud shark because I have black friends Makes perfect sense 128514 128557 128514 128557 idiotic 8221
1,8220 I swear if I see any snow tomorrow bruhh you sound like a basic white bitch
1,I roll a blunt better than the bitches in Havana Cause I m the king round here
1,Ima hypocrite I ll say I dont fuck with hoes then 2 days later let a hoe play with my dick in the McDonald s drive thru Love their fries
1,Lord help this bitch
2,when I die on flappy bird
0,and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile
1,the bae gettin her nips pierced 128525 128525
1,ok they have 2 niggers in raw
1,I got a missed call from your bitch 128514
1,Got damn man hung tf over like a bitch
1,playas fuck up too lmao but that s like on trash FORREAL you a crazy one I see 128064 128064 128565
1,Say dat shit again Bad bitches hate broke niggaz but you knew that already
1,Ion like the ho cause she talk to mf much with ha real butt ugly ass dumb young ass ho 128553 128074 128522 128299 128591 128079 128530 9996 65039
1,Every time I fuck I gotta hit me least like two bitches
1,If ur bitch starts fukin yappin tae ill make sure i break something vital Warning call polis with hazard that results in permanent damage
1,yeah way to block me fag your scared you go and hit girls how tough does that make you Tough enough to know I d beat
1,Fuck Red Malone man bitch ass niggah could you please use complete sentences
1,Ugh white trash
1,More disability bigotry from the left how can you defend Palin and her retards
1,update u are still a bitch
1,i just realized me and have been talking shit to each other nonstop for the past 48 hours stop texting me bitch
1,Why ain t no single Fathers getting wished a Happy Mothers Day like y all do these bitches on Fathers Day
1,happy birthday to the funniest bitch I know 128536 128536 128536
2,lol have u seen when ike and his kindergarten teacher start having a sexual relationship
1,LMFAOOOO yooo I lost my elevator pass 128557 128557 now I can t even share it bitch wants me to go get another one 128530 even tho she knows me
1,128514 128514 How you gone wife a bitch that let niggas lick on her head in public
2,clever monkey
1,lol I talked to a lady who said having a clean shaven vagina at a Doc visit comes off as hoe ish She was old
1,I be like nigga you s a real mark ass bitch for that lol
1,I just touched down on that pussy
1,Another bad bitch fuck her for a hour another cigarette another nut another shower
1,The moment when you truly believe ur a fucking pice of trash it s a lovely felling
1,you home Niggaz in that bitch was some hoes yaknow yazz I gotta do applewood n shit
1,Damn lol CENSORED Redskins Bitch Lets fucking go fuck the eagles we bout to burn that bitch down HTTR
1,Bruh some of yall bitches lucky and do not realize it TISK TISK
0,you the whitest person on my TL but you always so ghetto Im sick of it
2,You wanna find hoes on here Just follow the chicks who reply with heart eyes under sex gifs
1,A basic bitch will piss me off every single time
1,Sh t If K Michelle was apart of Baltimore twitter she d be one of them hoes saying she s celibate smh
2,can t decide if i should wear my yellow rain boots for the purposes of being all black amp yellow errrrything
1,I wanna apologize for being such a bitch the other day But the way my emotions are set up
1,If you are nice girls they will be bitches to you If you are an asshole girls will want your dick womanlogic
2,Happy Happy Helloween Helloween whoa oh whoa ho
1,I can t help but notice you attempting to avoid acknowledging your very hairy pussy
1,u really got these coons out here dreaming
1,lick my pussy and ma crack
1,is big cat a fat pussy joke
2,Hey if I stir a Spider Rockstar and Monster together and chug it would I definitely be hospitalized or just maybe Asking for a friend
2,Someone come take these brownies away from me before I eat the whole pan
2,Hope she s larger than a bird
1,These hoes soo 127805 127936
1,I wish a nigguh would try this clown shit in w o h s
1,whoa calling me a cunt
2,Derek Jeter gets it done J J Hardy commits error on slow grounder and 2 runs score Yankees take 4 2 lead in 7th innin 8230
2,I Still Be Craving An Oreo McFlurry b
1,ohh yaa he wants Brooke to be his pinkie toe so he can bang it on the coffee table What a twat Lol
1,We got a win my nicca Lmao
1,This bitch and her cankles
2,A monkey with a mustache by Thomas Kienzle
1,Yall still going trick or treating this year or nah hell yeah ima be da sweet tooth bandit steal bitches bags n shit
1,bitch
1,8220 all these bitches getting mommy money 8221 niggas too
1,sexy bitch
1,Way too many pussies who just lay down and do nothing in my generation Both literally and figuratively
1,8220 8220 need to get laid 128514 128514 128514 128514 sike im celibate bitches be like 128070 128070 128070 128070 128070 128070 128070 8221 128064 8221 128064
2,When rednecks fool around with the aux cord
1,you teabagger dunces want to eliminate education all together so you can groom more teabag voters Lol thedumbestteabagger
0,Nigga screamed like a Lil bitch lol
2,This Jimmy Fallon Prank of getting NY Yankees fans to boo Robinson Cano is amazing via
1,When I was 16 amp me my homies used to go to the mall to pull hoes I d be at home later that night like
1,Next Sunday faggot
2,People are so uncivilized
1,you went IIIIIIINNNNNN on this hoe bro
1,bro once I m there next year I ll make you look like straight trash so enjoy it the little time you have left
1,why is he stressin himself this nig can be livin lik meech before he went to prison
0,Can t take u coons nowhere amp I mean nowhere
1,Sooo many classless hoes 8230 not enough ladies
1,My teacher called my mom cus I was eating in class fucking bitch
1,Lol I be eatin da shit outta sum pussy Ill never be a serial pussy eater tho
1,Old hoes get mad when you don t show them the attention they want
1,8220 When the pussy so wet you hear that shit smacking gt gt gt gt gt 128049 128166 128166 128553 128525 128588 8221 10071 65039
1,exactly so she s a bitch
0,I m partial faggot homo both fairly describes the same sick twisted Assholes out there
0,That dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day 128545 128545 128074 128298 128163
1,It s lame that you can buy clothes that look like real military clothing If you wear it I will make fun of you You re a 4 star bitch
0,fucking CHRIST i hate tutors and TAs you literally get paid to teach retards to stop picking their nose GET THE FUCK OUTTA MY FACE
1,8220 Bro my birds stay having sex it s on a daily now 8221 he said look ma no hands
1,Stevie J proved that you can turn a hoe into a housewife 128553 128514 128175
1,One thing I love about russel Wilson he ain t a bitch about runnin it
1,ight bitch ima see u
1,A boyfriend and girlfriend suppose to laugh at these hoes together A guy should never have these hoes laughing at his girl 8230
1,I hate going to parties where really fat bitches go and act like theyre the shit because theyre at the party Like damn Nessie im here too
1,Don t make me make you fall in love with a bitch like me
1,if a bitch would everrrrrrr
2,Not a word on Jihadi stream about the Kurdish female suicide bomber in Kobane That story undermines their mythology on several levels
1,Is you sure you ain t colored
2,A MESSAGE FOR ALL OF HUMANITY Charlie Chaplin
1,A loyal girl really truly does come with a smart mouth and arguments Only a hoe will let you do as you please cause she 8230
1,lmao they know who the kitty master is Don t hate bitch
1,Some of the ice melted in my car cause the dumb fuck at 7 11 decided he wanted to strike up a conversation wit a fat ugly bitch smfh
1,Dudes probably just think eating pussy is sucking on pussy lips 128530 lmaoo
2,Is Hillary the 8216 dodo bird 8217 candidate via
2,I hope I made these pot brownies right
1,I need a new bitch
2,They love me at the place I bring my car to I don t know why Spanish men love me sometimes I do look like a guala though Lol
1,my right ear is throbbing harder than a virgins pussy
2,What a trash franchise Fergie will sing the National Anthem at the Clippers season opener tomorrow
2,there isn t a green one either There s red and yellow in that pic
2,God awful and that dude is Dorian eggplant black
